seed,kernel,knob,width,Keff_target,Keff_measured,Keff_rice,D_PR,kappa_S,Q,N,alpha,P,solved,epochs_to_solve,final_train_err,init_fire_rate,n_grid,dt,mean_spikes,restart_overlap,n_restarts,optimizer,lr_schedule,batch_size,_shard_status
4,gauss,22.094882025527312,22.094882025527312,16.0,17.18058482431918,16.001628696747346,4.051525829863775,3.0000722381882023,nan,500,2.0,1000,1,108,0.0,0.5009999871253967,30,17.35327976333244,0.8,0.17673316299915315,5,adam,cosine,16,timed_out
4,gauss,22.094882025527312,22.094882025527312,16.0,16.444274046134073,16.001628696747346,4.051525829863775,3.0000722381882023,nan,500,2.2,1100,1,303,0.0,0.5009090900421143,30,17.35327976333244,0.8,0.14577837362885476,5,adam,cosine,16,timed_out
4,gauss,22.094882025527312,22.094882025527312,16.0,16.247924505284715,16.001628696747346,4.051525829863775,3.0000722381882023,nan,500,2.4,1200,1,806,0.0,0.5008333325386047,30,17.35327976333244,0.8,0.12902537807822229,5,adam,cosine,16,timed_out
4,gauss,22.094882025527312,22.094882025527312,16.0,16.493361431346415,16.001628696747346,4.051525829863775,3.0000722381882023,nan,500,2.6,1300,1,1022,0.0,0.5007692575454712,30,17.35327976333244,0.8,0.17151579136649767,5,adam,cosine,16,timed_out
4,gauss,22.094882025527312,22.094882025527312,16.0,17.769633446867264,16.001628696747346,4.051525829863775,3.0000722381882023,nan,500,2.8,1400,1,959,0.0,0.5007143020629883,30,17.35327976333244,0.8,0.16791477799415588,5,adam,cosine,16,timed_out
4,gauss,22.094882025527312,22.094882025527312,16.0,16.98423528346982,16.001628696747346,4.051525829863775,3.0000722381882023,nan,500,3.0,1500,0,-1,0.009999999776482582,0.5006666779518127,30,17.35327976333244,0.8,nan,5,adam,cosine,16,timed_out
4,gauss,22.094882025527312,22.094882025527312,16.0,17.47510913559322,16.001628696747346,4.051525829863775,3.0000722381882023,nan,500,3.2,1600,0,-1,0.02437499910593033,0.5006250143051147,30,17.35327976333244,0.8,nan,5,adam,cosine,16,timed_out
4,gauss,22.094882025527312,22.094882025527312,16.0,17.13149743910684,16.001628696747346,4.051525829863775,3.0000722381882023,nan,500,3.4,1700,0,-1,0.05941176414489746,0.5005882382392883,30,17.35327976333244,0.8,nan,5,adam,cosine,16,timed_out
4,gauss,11.049013821512121,11.049013821512121,32.0,32.054062543658354,31.998710890509145,8.120512295402854,3.0000868114552417,nan,500,1.8,900,1,96,0.0,0.5011110901832581,59,8.677875162768641,1.6,0.0569422640837729,5,adam,cosine,16,timed_out
4,gauss,11.049013821512121,11.049013821512121,32.0,32.692198551418784,31.998710890509145,8.120512295402854,3.0000868114552417,nan,500,2.0,1000,1,109,0.0,0.5009999871253967,59,8.677875162768641,1.6,0.06625710632652045,5,adam,cosine,16,timed_out
